"Index","Biomass.","Brown.coal.Lignite.","Coal.derived.gas.","Gas.","Hard.coal.","Oil.","Oil.shale.","Peat.","Geothermal.","PSP.","PSP.Cons.","RoR.","Hydro.Reservoir.","Marine.","Nuclear.","Other.","Other.renewable.","Solar.","Waste.","Wind.Offshore.","Wind.Onshore."
"2018-01-01 00:00:00",316,0,0,78.25,151,0,0,0,0,0,1193,3343,200.5,0,0,22,0,0,100,0,914.75
"2018-01-01 01:00:00",316,0,0,71,150.25,0,0,0,0,0,1409.75,3099.5,244.5,0,0,22,0,0,100,0,832.5
"2018-01-01 02:00:00",316,0,0,69.25,149,0,0,0,0,0,1486,3059.25,216.5,0,0,22,0,0,100,0,926.5
"2018-01-01 03:00:00",316,0,0,69.5,149.25,0,0,0,0,0,1526.75,3007.75,159.25,0,0,22,0,0,100,0,691.5
"2018-01-01 04:00:00",316,0,0,72.25,148.75,0,0,0,0,0,1295.25,3035.75,124.25,0,0,22,0,0,100,0,453.25
"2018-01-01 05:00:00",316,0,0,75.5,148.75,0,0,0,0,0,1256,3141.5,188.25,0,0,22,0,0,100,0,321.25
"2018-01-01 06:00:00",316,0,0,92,149,0,0,0,0,0,1299.75,3240.75,115.75,0,0,22,0,0,100,0,323.5
"2018-01-01 07:00:00",316,0,0,93,148.5,0,0,0,0,0,1261.25,3314.75,110.5,0,0,22,0,8.5,100,0,331.5
"2018-01-01 08:00:00",316,0,0,86,149,0,0,0,0,0,1010.25,3384,111.5,0,0,22,0,21.25,100,0,304.25
"2018-01-01 09:00:00",316,0,0,85.75,148.75,0,0,0,0,0,939.25,3368.75,135.5,0,0,22,0,65.25,100,0,275.75
"2018-01-01 10:00:00",316,0,0,84.25,149,0,0,0,0,0,943.75,3383.25,143.25,0,0,22,0,124.75,100,0,336.5
"2018-01-01 11:00:00",316,0,0,81.5,149,0,0,0,0,0,913.5,3547.75,214,0,0,22,0,168.75,100,0,523.25
"2018-01-01 12:00:00",316,0,0,79.75,149,0,0,0,0,0,928.25,3553.75,187.25,0,0,22,0,183.75,100,0,781.5
"2018-01-01 13:00:00",316,0,0,79,149.25,0,0,0,0,0,1029.75,3558.25,140,0,0,22,0,164.75,100,0,994.25
"2018-01-01 14:00:00",316,0,0,102.5,150.25,0,0,0,0,0,848.75,3564.25,133.25,0,0,22,0,115.25,100,0,885
"2018-01-01 15:00:00",316,0,0,324.75,150.5,0,0,0,0,0,939,3599.5,197.75,0,0,22,0,55.5,100,0,739
"2018-01-01 16:00:00",316,0,0,360.25,151,0,0,0,0,0,559.25,3668.25,352.5,0,0,22,0,18,100,0,495.5
"2018-01-01 17:00:00",316,0,0,603.5,152.25,0,0,0,0,707.5,0,3658.75,627,0,0,22,0,8,100,0,233
"2018-01-01 18:00:00",316,0,0,640.25,151.5,0,0,0,0,506,0,3762.75,466.75,0,0,22,0,8,100,0,197.5
"2018-01-01 19:00:00",316,0,0,748.75,152,0,0,0,0,117.75,0,3716.5,385,0,0,22,0,0,100,0,221.5
"2018-01-01 20:00:00",316,0,0,794.5,152,0,0,0,0,0,216.75,3664.5,242.75,0,0,22,0,0,100,0,215.25
"2018-01-01 21:00:00",316,0,0,794.5,152.5,0,0,0,0,93.25,0,3380.75,353.25,0,0,22,0,0,100,0,186.75
"2018-01-01 22:00:00",316,0,0,810.75,152,0,0,0,0,81,0,3311.25,380,0,0,22,0,0,100,0,150
"2018-01-01 23:00:00",316,0,0,810.25,152,0,0,0,0,0,962.5,3262.5,220.25,0,0,22,0,0,100,0,135.25
"2018-01-02 00:00:00",316,0,0,634,151.75,0,0,0,0,0,1368,3165,89.75,0,0,22,0,0,100,0,233.5
"2018-01-02 01:00:00",316,0,0,522.75,151.75,0,0,0,0,0,1445.25,3135.25,65.25,0,0,22,0,0,100,0,337
"2018-01-02 02:00:00",316,0,0,484.25,152,0,0,0,0,0,1411.25,3135.5,58.75,0,0,22,0,0,100,0,504
"2018-01-02 03:00:00",316,0,0,471.75,152,0,0,0,0,0,1374.5,3117,66,0,0,22,0,0,100,0,571.5
"2018-01-02 04:00:00",316,0,0,485,152.25,0,0,0,0,0,1417.5,3165.5,54.5,0,0,22,0,0,100,0,451.25
"2018-01-02 05:00:00",316,0,0,633.5,152,0,0,0,0,0,1293,3228.5,92.5,0,0,22,0,0,100,0,483.75
