"Index","Biomass.","Brown.coal.Lignite.","Coal.derived.gas.","Gas.","Hard.coal.","Oil.","Oil.shale.","Peat.","Geothermal.","PSP.","PSP.Cons.","RoR.","Hydro.Reservoir.","Marine.","Nuclear.","Other.","Other.renewable.","Solar.","Waste.","Wind.Offshore.","Wind.Onshore."
"2017-01-01 00:00:00",285,0,0,7395,1456,220,0,0,0,464,0,3192,3154,0,53322,0,0,0,272,0,604
"2017-01-01 01:00:00",286,0,0,7298,1039,232,0,0,0,284,0,3048,2338,0,53290,0,0,0,273,0,633
"2017-01-01 02:00:00",286,0,0,6935,1052,232,0,0,0,0,588,2866,2311,0,53132,0,0,0,273,0,627
"2017-01-01 03:00:00",286,0,0,6191,1005,232,0,0,0,0,1165,2862,2240,0,52982,0,0,0,273,0,609
"2017-01-01 04:00:00",286,0,0,5961,1018,232,0,0,0,0,1347,2730,1726,0,53086,0,0,0,273,0,637
"2017-01-01 05:00:00",286,0,0,5995,1050,232,0,0,0,0,1600,2523,1577,0,53133,0,0,0,274,0,663
"2017-01-01 06:00:00",286,0,0,5934,1005,231,0,0,0,0,1644,2504,1427,0,53047,0,0,0,274,0,683
"2017-01-01 07:00:00",286,0,0,5984,996,232,0,0,0,0,1827,2584,1420,0,53037,0,0,0,274,0,749
"2017-01-01 08:00:00",286,0,0,6004,998,232,0,0,0,0,1739,2710,1352,0,53022,0,0,99,274,0,801
"2017-01-01 09:00:00",285,0,0,6109,1048,231,0,0,0,0,1590,2721,1727,0,53067,0,0,423,274,0,832
"2017-01-01 10:00:00",285,0,0,6102,1061,232,0,0,0,0,1334,2786,2062,0,53096,0,0,1005,275,0,867
"2017-01-01 11:00:00",285,0,0,6133,1087,232,0,0,0,0,1570,2811,2328,0,53145,0,0,1399,275,0,907
"2017-01-01 12:00:00",286,0,0,6149,1106,232,0,0,0,0,885,3036,2652,0,53198,0,0,1611,275,0,929
"2017-01-01 13:00:00",285,0,0,6086,1066,232,0,0,0,0,755,3147,3465,0,53102,0,0,1578,275,0,949
"2017-01-01 14:00:00",285,0,0,5952,967,232,0,0,0,0,871,3101,2752,0,51944,0,0,1314,275,0,946
"2017-01-01 15:00:00",285,0,0,6255,1040,232,0,0,0,0,1051,2925,2441,0,51430,0,0,769,274,0,918
"2017-01-01 16:00:00",285,0,0,6664,1022,232,0,0,0,0,1192,2814,2220,0,51431,0,0,257,273,0,916
"2017-01-01 17:00:00",285,0,0,6892,1074,231,0,0,0,0,811,3104,2679,0,51609,0,0,69,273,0,966
"2017-01-01 18:00:00",284,0,0,7080,1025,231,0,0,0,586,0,3596,3747,0,51654,0,0,0,273,0,964
"2017-01-01 19:00:00",285,0,0,7283,1076,232,0,0,0,588,0,3696,4033,0,51714,0,0,0,274,0,965
"2017-01-01 20:00:00",286,0,0,7179,1056,232,0,0,0,0,26,3355,3554,0,51825,0,0,0,274,0,969
"2017-01-01 21:00:00",286,0,0,7184,976,232,0,0,0,0,327,3325,2982,0,51935,0,0,0,274,0,923
"2017-01-01 22:00:00",285,0,0,7170,947,232,0,0,0,0,166,3323,2595,0,51936,0,0,0,273,0,842
"2017-01-01 23:00:00",286,0,0,7168,943,231,0,0,0,0,451,3150,2425,0,51927,0,0,0,274,0,776
"2017-01-02 00:00:00",285,0,0,7360,968,232,0,0,0,0,788,2760,2227,0,51637,0,0,0,274,0,718
